date,price_bitcoin,price_gold,price_sp500,change_bitcoin,change_gold,vix,interest_rate,cpi,inflation
2020-06-23,9625,1782,3131,-0.61,0.88,31.37,0.14,258.65,2.29
2020-06-24,9302,1775,3050,-3.35,-0.39,33.84,0.14,258.66,2.29
2020-06-25,9248,1771,3084,-0.59,-0.25,32.22,0.13,258.67,2.29
2020-06-26,9160,1780,3009,-0.95,0.55,34.73,0.13,258.68,2.29
2020-06-29,9185,1781,3053,0.67,0.05,31.78,0.12,258.7,2.29
2020-06-30,9135,1800,3100,-0.54,1.08,30.43,0.14,258.71,2.29
2020-07-01,9230,1780,3116,1.03,-1.14,28.62,0.13,258.72,2.29
2020-07-02,9085,1790,3130,-1.57,0.57,27.68,0.13,258.73,2.29
2020-07-03,9067,1794,3130,-0.2,0.2,,,258.74,2.29
2020-07-07,9256,1810,3145,-0.89,0.91,29.43,0.14,258.78,2.29
2020-07-08,9430,1821,3170,1.88,0.59,28.08,0.14,258.79,2.29
2020-07-09,9236,1804,3152,-2.06,-0.92,29.26,0.12,258.8,2.29
2020-07-10,9285,1802,3185,0.53,-0.11,27.29,0.12,258.81,2.29
2020-07-13,9244,1814,3155,-0.62,0.68,32.19,0.12,258.84,2.29
2020-07-14,9253,1813,3198,0.11,-0.04,29.52,0.13,258.85,2.29
2020-07-15,9199,1814,3227,-0.59,0.02,27.76,0.12,258.86,2.29
2020-07-16,9135,1800,3216,-0.69,-0.74,28.0,0.1,258.87,2.29
2020-07-17,9156,1810,3225,0.22,0.54,25.68,0.1,258.88,2.29
2020-07-20,9162,1817,3252,-0.5,0.41,24.46,0.1,258.91,2.29
2020-07-21,9387,1844,3257,2.46,1.46,24.84,0.11,258.92,2.29
2020-07-22,9514,1865,3276,1.35,1.15,24.32,0.1,258.92,2.29
2020-07-23,9600,1890,3236,0.9,1.34,26.08,0.1,258.93,2.29
2020-07-24,9546,1898,3216,-0.55,0.4,25.84,0.1,258.94,2.29
2020-07-27,11023,1931,3239,10.98,1.77,24.74,0.09,258.97,2.29
2020-07-28,10908,1945,3218,-1.04,0.7,25.44,0.1,258.98,2.29
2020-07-29,11106,1953,3258,1.81,0.45,24.1,0.09,258.99,2.29
2020-07-30,11096,1967,3246,-0.09,0.69,24.76,0.09,259.0,2.29
2020-07-31,11333,1986,3271,2.14,0.97,24.46,0.08,259.01,2.29
2020-08-03,11224,1986,3295,1.42,0.02,24.28,0.08,259.04,2.29
2020-08-04,11185,2021,3307,-0.35,1.75,23.76,0.09,259.05,2.29
2020-08-05,11735,2049,3328,4.92,1.4,22.99,0.09,259.06,2.29
2020-08-06,11757,2069,3349,0.19,0.98,22.65,0.09,259.07,2.29
2020-08-07,11592,2028,3351,-1.4,-2.0,22.21,0.09,259.08,2.29
2020-08-10,11889,2040,3360,1.78,0.58,22.13,0.09,259.11,2.29
2020-08-11,11390,1946,3334,-4.19,-4.58,24.03,0.1,259.12,2.29
2020-08-12,11557,1949,3380,1.46,0.14,22.28,0.1,259.13,2.29
2020-08-13,11771,1970,3373,1.85,1.1,22.13,0.09,259.14,2.29
2020-08-14,11751,1950,3373,-0.17,-1.05,22.05,0.09,259.14,2.29
2020-08-17,12283,1999,3382,3.22,2.51,21.35,0.09,259.17,2.29
2020-08-18,11948,2013,3390,-2.73,0.72,21.51,0.1,259.18,2.29
2020-08-19,11750,1970,3375,-1.65,-2.13,22.54,0.09,259.19,2.29
2020-08-20,11857,1946,3386,0.91,-1.21,22.72,0.09,259.2,2.29
2020-08-21,11529,1947,3397,-2.76,0.03,22.54,0.09,259.21,2.29
2020-08-24,11754,1939,3431,0.96,-0.4,22.37,0.09,259.24,2.29
2020-08-25,11325,1923,3444,-3.65,-0.83,22.03,0.09,259.25,2.29
2020-08-26,11462,1952,3479,1.21,1.53,23.27,0.09,259.26,2.29
2020-08-27,11327,1933,3485,-1.18,-1.02,24.47,0.09,259.27,2.29
2020-08-28,11527,1975,3508,1.77,2.19,22.96,0.09,259.28,2.29
2020-08-31,11644,1979,3500,-0.49,0.19,26.41,0.09,259.31,2.29
2020-09-01,11915,1979,3527,2.32,0.02,26.12,0.1,259.32,2.29
2020-09-02,11413,1945,3581,-4.21,-1.73,26.57,0.1,259.33,2.29
2020-09-03,10169,1938,3455,-10.9,-0.35,33.6,0.1,259.34,2.29
2020-09-04,10472,1934,3427,2.99,-0.18,30.75,0.1,259.35,2.29
2020-09-07,10377,1943,3427,0.78,0.46,,,259.37,2.29
2020-09-09,10225,1955,3399,0.97,0.6,28.81,0.1,259.39,2.29
2020-09-10,10340,1964,3339,1.13,0.48,29.71,0.1,259.4,2.29
2020-09-11,10390,1948,3341,0.49,-0.83,26.87,0.1,259.41,2.29
2020-09-14,10675,1964,3384,3.38,0.81,25.85,0.1,259.44,2.29
2020-09-15,10785,1966,3401,1.03,0.13,25.59,0.1,259.45,2.29
2020-09-16,10950,1970,3385,1.52,0.22,26.04,0.1,259.46,2.29
2020-09-17,10941,1950,3357,-0.07,-1.05,26.46,0.09,259.47,2.29
2020-09-18,10933,1962,3319,-0.08,0.63,25.83,0.08,259.48,2.29
2020-09-21,10417,1911,3281,-4.62,-2.62,27.78,0.08,259.51,2.29
2020-09-22,10532,1908,3316,1.1,-0.16,26.86,0.09,259.52,2.29
2020-09-23,10237,1868,3237,-2.79,-2.05,28.58,0.09,259.53,2.29
2020-09-24,10739,1877,3247,4.9,0.45,28.51,0.09,259.54,2.29
2020-09-25,10689,1866,3298,-0.47,-0.56,26.38,0.09,259.55,2.29
2020-09-28,10693,1882,3352,-0.77,0.86,26.19,0.09,259.58,2.29
2020-09-29,10841,1903,3335,1.38,1.11,26.27,0.09,259.58,2.29
2020-09-30,10776,1896,3363,-0.6,-0.4,26.37,0.09,259.59,2.29
2020-10-01,10620,1916,3381,-1.44,1.1,26.7,0.08,259.6,2.29
2020-10-02,10572,1908,3348,-0.45,-0.45,27.63,0.09,259.61,2.29
2020-10-05,10790,1920,3409,1.09,0.66,27.96,0.09,259.64,2.29
2020-10-06,10603,1909,3361,-1.73,-0.59,29.48,0.09,259.65,2.29
2020-10-07,10671,1891,3419,0.64,-0.94,28.06,0.09,259.66,2.29
2020-10-08,10924,1895,3447,2.37,0.23,26.36,0.09,259.67,2.29
2020-10-09,11054,1926,3477,1.19,1.64,25.0,0.09,259.68,2.29
2020-10-12,11534,1929,3534,1.43,0.14,25.07,0.09,259.71,2.29
2020-10-13,11424,1895,3512,-0.95,-1.78,26.07,0.09,259.72,2.29
2020-10-14,11420,1907,3489,-0.03,0.67,26.4,0.1,259.73,2.29
2020-10-15,11503,1909,3483,0.72,0.08,26.97,0.09,259.74,2.29
2020-10-16,11322,1906,3484,-1.57,-0.13,27.41,0.09,259.75,2.29
2020-10-19,11753,1912,3427,2.14,0.28,29.18,0.09,259.78,2.29
2020-10-20,11914,1915,3443,1.36,0.19,29.35,0.09,259.79,2.29
2020-10-21,12809,1930,3436,7.51,0.74,28.65,0.09,259.8,2.29
2020-10-22,12975,1905,3453,1.3,-1.29,28.11,0.09,259.8,2.29
2020-10-23,12934,1905,3465,-0.31,0.03,27.55,0.08,259.81,2.29
2020-10-26,13062,1906,3401,0.23,0.03,32.46,0.08,259.84,2.29
2020-10-27,13658,1912,3391,4.56,0.33,33.35,0.09,259.85,2.29
2020-10-28,13279,1879,3271,-2.77,-1.71,40.28,0.09,259.86,2.29
2020-10-29,13457,1868,3310,1.34,-0.6,37.59,0.08,259.87,2.29
2020-10-30,13560,1880,3270,0.76,0.64,38.02,0.08,259.88,2.29
2020-11-02,13561,1892,3310,-1.44,0.67,37.13,0.08,259.91,2.29
2020-11-03,14020,1910,3369,3.38,0.95,35.55,0.09,259.92,2.29
2020-11-04,14146,1896,3443,0.9,-0.74,29.57,0.08,259.93,2.29
2020-11-05,15587,1947,3510,10.19,2.67,27.58,0.09,259.94,2.29
2020-11-06,15578,1952,3509,-0.06,0.25,24.86,0.08,259.95,2.29
2020-11-09,15327,1854,3550,-1.01,-4.99,25.75,0.09,259.98,2.29
2020-11-10,15304,1876,3546,-0.15,1.19,24.8,0.09,259.99,2.29
2020-11-11,15696,1862,3573,2.56,-0.79,23.45,0.09,260.0,2.29
2020-11-12,16295,1873,3537,3.82,0.63,25.35,0.09,260.01,2.29
2020-11-13,16324,1886,3585,0.18,0.69,23.1,0.08,260.01,2.29
2020-11-16,16716,1888,3627,4.78,0.08,22.45,0.08,260.04,2.29
2020-11-17,17662,1885,3610,5.66,-0.14,22.71,0.08,260.05,2.29
2020-11-18,17775,1874,3568,0.64,-0.59,23.84,0.08,260.06,2.29
2020-11-19,17804,1862,3582,0.16,-0.66,23.11,0.06,260.07,2.29
2020-11-20,18675,1872,3558,4.9,0.59,23.7,0.06,260.08,2.29
2020-11-23,18380,1838,3578,-0.18,-1.85,22.66,0.07,260.11,2.29
2020-11-24,19153,1805,3635,4.21,-1.81,21.64,0.08,260.12,2.29
2020-11-25,18723,1806,3630,-2.24,0.05,21.25,0.08,260.13,2.29
2020-11-26,17162,1788,3630,-8.34,-0.96,,,260.14,2.29
2020-11-30,19698,1781,3622,8.32,-0.4,20.57,0.08,260.18,2.29
2020-12-01,18771,1819,3662,-4.71,2.13,20.77,0.08,260.19,2.29
2020-12-02,19219,1830,3669,2.39,0.62,21.17,0.08,260.2,2.29
2020-12-03,19433,1841,3667,1.12,0.6,21.28,0.08,260.21,2.29
2020-12-04,18658,1840,3699,-3.99,-0.06,20.79,0.08,260.22,2.29
2020-12-07,19171,1866,3692,-1.08,1.41,21.3,0.07,260.24,2.29
2020-12-08,18327,1875,3702,-4.4,0.48,20.68,0.07,260.25,2.29
2020-12-09,18546,1838,3673,1.2,-1.94,22.27,0.07,260.26,2.29
2020-12-10,18247,1837,3668,-1.61,-0.06,22.52,0.07,260.27,2.29
2020-12-11,18024,1844,3663,-1.23,0.34,23.31,0.06,260.28,2.29
2020-12-14,19274,1832,3647,0.51,-0.62,24.72,0.06,260.31,2.29
2020-12-15,19435,1855,3695,0.84,1.27,22.89,0.07,260.32,2.29
2020-12-16,21352,1859,3701,9.87,0.2,22.5,0.08,260.33,2.29
2020-12-17,22825,1890,3722,6.9,1.68,21.93,0.08,260.34,2.29
2020-12-18,23128,1889,3709,1.33,-0.08,21.57,0.08,260.35,2.29
2020-12-21,22728,1883,3695,-3.18,-0.32,25.16,0.08,260.38,2.29
2020-12-22,23823,1870,3687,4.82,-0.66,24.23,0.08,260.39,2.29
2020-12-23,23258,1878,3690,-2.37,0.42,23.31,0.08,260.4,2.29
2020-12-24,23736,1883,3703,2.06,0.27,21.53,0.08,260.41,2.29
2020-12-28,27058,1880,3735,3.03,-0.15,21.7,0.08,260.45,2.29
2020-12-29,27376,1883,3727,1.18,0.13,23.08,0.09,260.45,2.29
2020-12-30,28869,1893,3732,5.45,0.56,22.77,0.07,260.46,2.29
2020-12-31,28949,1895,3756,0.28,0.09,22.75,0.06,260.47,1.36
2021-01-04,32023,1947,3701,-2.84,2.72,26.97,0.07,260.67,1.36
2021-01-05,33992,1954,3727,6.15,0.4,25.34,0.08,260.73,1.36
2021-01-06,36793,1909,3748,8.24,-2.34,25.07,0.08,260.78,1.36
2021-01-07,39460,1914,3804,7.25,0.26,22.37,0.08,260.83,1.36
2021-01-08,40599,1835,3825,2.89,-4.09,21.56,0.08,260.88,1.36
2021-01-11,35544,1851,3800,-6.93,0.84,24.08,0.08,261.03,1.36
2021-01-12,34076,1844,3801,-4.13,-0.36,23.33,0.08,261.08,1.36
2021-01-13,37382,1855,3810,9.7,0.58,22.21,0.08,261.13,1.36
2021-01-14,39176,1851,3796,4.8,-0.19,23.25,0.08,261.18,1.36
2021-01-15,36846,1830,3768,-5.95,-1.16,24.34,0.08,261.23,1.36
2021-01-18,36613,1840,3768,2.16,0.56,,,261.38,1.36
2021-01-20,35476,1866,3852,-1.46,1.43,21.58,0.08,261.48,1.36
2021-01-21,30842,1866,3853,-13.06,-0.03,21.32,0.07,261.53,1.36
2021-01-22,33000,1856,3841,7.0,-0.52,21.91,0.07,261.58,1.36
2021-01-25,32252,1855,3855,0.03,-0.05,23.19,0.07,261.73,1.36
2021-01-26,32502,1851,3850,0.77,-0.23,23.02,0.07,261.78,1.36
2021-01-27,30404,1845,3751,-6.46,-0.32,37.21,0.06,261.83,1.36
2021-01-28,33375,1841,3787,9.77,-0.2,30.21,0.05,261.88,1.36
2021-01-29,34302,1850,3714,2.78,0.49,33.09,0.05,261.93,1.36
2021-02-01,33516,1864,3774,1.23,0.74,30.24,0.05,262.08,1.36
2021-02-02,35485,1833,3826,5.88,-1.64,25.56,0.05,262.13,1.36
2021-02-03,37647,1835,3830,6.09,0.09,22.91,0.04,262.18,1.36
2021-02-04,36982,1791,3872,-1.77,-2.39,21.77,0.03,262.23,1.36
2021-02-05,38298,1813,3887,3.56,1.22,20.87,0.02,262.28,1.36
2021-02-08,46396,1834,3916,19.41,1.17,21.24,0.02,262.43,1.36
2021-02-09,46509,1838,3911,0.24,0.18,21.63,0.03,262.48,1.36
2021-02-10,44836,1843,3910,-3.6,0.28,21.99,0.04,262.53,1.36
2021-02-11,47991,1827,3916,7.04,-0.86,21.25,0.04,262.58,1.36
2021-02-12,47372,1823,3935,-1.29,-0.2,19.97,0.04,262.63,1.36
2021-02-15,47936,1799,3935,-1.45,-1.33,,,262.78,1.36
2021-02-17,52079,1773,3931,5.92,-1.46,21.5,0.04,262.88,1.36
2021-02-18,51582,1775,3914,-0.95,0.12,22.49,0.02,262.93,1.36
2021-02-19,55907,1777,3907,8.38,0.14,22.05,0.02,262.98,1.36
2021-02-22,54112,1808,3876,-5.78,1.74,23.45,0.03,263.14,1.36
2021-02-23,48911,1806,3881,-9.61,-0.14,23.11,0.02,263.19,1.36
2021-02-24,49698,1798,3925,1.61,-0.44,21.34,0.03,263.24,1.36
2021-02-25,46928,1775,3829,-5.57,-1.25,28.89,0.03,263.29,1.36
2021-02-26,46346,1729,3811,-1.24,-2.62,27.95,0.04,263.34,1.36
2021-03-01,49596,1723,3902,9.81,-0.34,23.35,0.03,263.49,1.36
2021-03-02,48424,1734,3870,-2.36,0.62,24.1,0.04,263.54,1.36
2021-03-03,50395,1716,3820,4.07,-1.03,26.67,0.04,263.59,1.36
2021-03-04,48428,1701,3768,-3.9,-0.88,28.57,0.03,263.64,1.36
2021-03-05,48792,1698,3842,0.75,-0.13,24.66,0.03,263.69,1.36
2021-03-08,52311,1678,3821,2.61,-1.21,25.47,0.04,263.84,1.36
2021-03-09,54879,1717,3875,4.91,2.32,24.03,0.04,263.89,1.36
2021-03-10,55852,1722,3899,1.77,0.29,22.56,0.03,263.94,1.36
2021-03-11,57800,1723,3939,3.49,0.05,21.91,0.03,263.99,1.36
2021-03-12,57265,1720,3943,-0.92,-0.16,20.69,0.03,264.04,1.36
2021-03-15,55791,1729,3969,-5.62,0.55,20.03,0.01,264.19,1.36
2021-03-16,56890,1731,3963,1.97,0.1,19.79,0.01,264.24,1.36
2021-03-17,58914,1727,3974,3.56,-0.22,19.23,0.01,264.29,1.36
2021-03-18,57656,1732,3915,-2.13,0.31,21.58,0.0,264.34,1.36
2021-03-19,58088,1742,3913,0.75,0.53,20.95,0.0,264.39,1.36
2021-03-22,54158,1738,3941,-5.62,-0.21,18.88,0.0,264.54,1.36
2021-03-23,54452,1725,3911,0.54,-0.75,20.3,0.01,264.59,1.36
2021-03-24,52325,1733,3889,-3.91,0.47,21.2,0.01,264.64,1.36
2021-03-25,51322,1725,3910,-1.92,-0.47,19.81,0.01,264.69,1.36
2021-03-26,55036,1732,3975,7.24,0.42,18.86,0.01,264.74,1.36
2021-03-29,57616,1712,3971,3.32,-1.16,20.74,0.01,264.89,1.36
2021-03-30,58771,1686,3959,2.0,-1.53,19.61,0.01,264.94,1.36
2021-03-31,58764,1716,3973,-0.01,1.76,19.4,0.01,264.99,1.36
2021-04-01,58718,1728,4020,-0.08,0.75,17.33,0.01,265.04,1.36
2021-04-05,58993,1729,4078,1.36,0.02,17.91,0.01,265.24,1.36
2021-04-06,57996,1743,4074,-1.69,0.82,18.12,0.01,265.29,1.36
2021-04-07,55949,1742,4080,-3.53,-0.08,17.16,0.01,265.34,1.36
2021-04-08,58077,1758,4097,3.8,0.95,16.95,0.0,265.39,1.36
2021-04-09,58119,1745,4129,0.07,-0.76,16.69,0.0,265.45,1.36
2021-04-12,59864,1733,4128,-0.19,-0.69,16.91,0.01,265.6,1.36
2021-04-13,63541,1748,4142,6.14,0.86,16.65,0.01,265.65,1.36
2021-04-14,62980,1736,4125,-0.88,-0.65,16.99,0.01,265.7,1.36
2021-04-15,63216,1767,4170,0.37,1.76,16.57,0.01,265.75,1.36
2021-04-16,61380,1780,4185,-2.9,0.76,16.25,0.01,265.8,1.36
2021-04-19,55646,1771,4163,-1.0,-0.54,17.29,0.01,265.95,1.36
2021-04-20,56483,1778,4135,1.5,0.44,18.68,0.01,266.0,1.36
2021-04-21,53820,1793,4173,-4.71,0.83,17.5,0.01,266.05,1.36
2021-04-22,51730,1782,4135,-3.88,-0.62,18.71,0.01,266.1,1.36
2021-04-23,51144,1778,4180,-1.13,-0.24,17.33,0.01,266.15,1.36
2021-04-26,54020,1780,4188,10.33,0.13,17.64,0.01,266.3,1.36
2021-04-27,55036,1779,4187,1.88,-0.07,17.56,0.01,266.35,1.36
2021-04-28,54841,1774,4183,-0.35,-0.28,17.28,0.01,266.4,1.36
2021-04-29,53561,1768,4211,-2.34,-0.32,17.61,0.01,266.45,1.36
2021-04-30,57720,1768,4181,7.77,-0.03,18.61,0.0,266.5,1.36
2021-05-03,57170,1792,4193,1.0,1.36,18.31,0.0,266.65,1.36
2021-05-04,53742,1776,4165,-6.0,-0.88,19.48,0.01,266.7,1.36
2021-05-05,57441,1784,4168,6.88,0.47,19.15,0.01,266.75,1.36
2021-05-06,56405,1816,4202,-1.8,1.76,18.39,0.01,266.8,1.36
2021-05-07,57337,1831,4233,1.65,0.86,16.69,0.01,266.85,1.36
2021-05-10,55849,1838,4188,-4.1,0.34,19.66,0.0,267.0,1.36
2021-05-11,56696,1836,4152,1.52,-0.08,21.84,0.01,267.05,1.36
2021-05-12,49384,1823,4063,-12.9,-0.72,27.59,0.01,267.1,1.36
2021-05-13,49705,1824,4112,0.65,0.07,23.13,0.01,267.15,1.36
2021-05-14,49840,1838,4174,0.27,0.77,18.81,0.0,267.2,1.36
2021-05-17,43541,1868,4163,-6.21,1.6,19.72,0.0,267.35,1.36
2021-05-18,42897,1868,4128,-1.48,0.02,21.34,0.01,267.4,1.36
2021-05-19,36720,1882,4116,-14.4,0.72,22.18,0.0,267.45,1.36
2021-05-20,40717,1882,4159,10.88,0.02,20.67,0.0,267.5,1.36
2021-05-21,37297,1877,4156,-8.4,-0.28,20.15,0.0,267.55,1.36
2021-05-24,38751,1884,4197,11.74,0.42,18.4,0.0,267.7,1.36
2021-05-25,38378,1898,4188,-0.96,0.72,18.84,0.01,267.75,1.36
2021-05-26,39249,1901,4196,2.27,0.17,17.36,0.0,267.81,1.36
2021-05-27,38417,1898,4201,-2.12,-0.14,16.74,0.0,267.86,1.36
2021-05-28,35662,1905,4204,-7.17,0.36,16.76,0.01,267.91,1.36
2021-05-31,37299,1905,4204,4.62,-0.02,,,268.06,1.36
2021-06-02,37556,1910,4208,2.37,0.26,17.48,0.01,268.16,1.36
2021-06-03,39187,1873,4193,4.34,-1.92,18.04,0.01,268.21,1.36
2021-06-04,36851,1892,4230,-5.96,1.0,16.42,0.01,268.26,1.36
2021-06-07,33578,1899,4227,-6.25,0.36,16.42,0.02,268.41,1.36
2021-06-08,33383,1894,4227,-0.58,-0.23,17.07,0.02,268.46,1.36
2021-06-09,37332,1896,4220,11.83,0.06,17.89,0.02,268.51,1.36
2021-06-10,36649,1896,4239,-1.83,0.05,16.1,0.02,268.56,1.36
2021-06-11,37315,1880,4247,1.81,-0.89,15.65,0.02,268.61,1.36
2021-06-14,40529,1866,4255,3.86,-0.73,16.39,0.01,268.76,1.36
2021-06-15,40156,1856,4247,-0.92,-0.51,17.02,0.02,268.81,1.36
2021-06-16,38336,1861,4224,-4.53,0.27,18.15,0.03,268.86,1.36
2021-06-17,38052,1775,4222,-0.74,-4.65,17.75,0.03,268.91,1.36
2021-06-18,35749,1769,4166,-6.05,-0.33,20.7,0.03,268.96,1.36
2021-06-21,31692,1783,4225,-10.97,0.79,17.89,0.03,269.11,1.36
2021-06-22,32496,1777,4246,2.54,-0.31,16.66,0.04,269.16,1.36
2021-06-23,33674,1783,4242,3.62,0.34,16.32,0.04,269.21,1.36
2021-06-24,34666,1777,4266,2.94,-0.38,15.97,0.04,269.26,1.36
2021-06-25,31594,1778,4281,-8.86,0.06,15.62,0.04,269.31,1.36
2021-06-28,34476,1781,4291,-0.58,0.16,15.76,0.04,269.46,1.36
2021-06-29,35835,1764,4292,3.94,-0.96,16.02,0.04,269.51,1.36
2021-06-30,35027,1772,4298,-2.25,0.45,15.83,0.04,269.56,1.36
2021-07-01,33544,1777,4320,-4.23,0.29,15.48,0.04,269.61,1.36
2021-07-02,33813,1783,4352,0.8,0.37,15.07,0.04,269.66,1.36
2021-07-05,33688,1794,4352,-4.56,0.61,,,269.81,1.36
2021-07-07,33868,1802,4358,-1.05,0.44,16.2,0.04,269.91,1.36
2021-07-08,32866,1800,4321,-2.96,-0.11,19.0,0.04,269.96,1.36
2021-07-09,33797,1811,4370,2.83,0.58,16.18,0.04,270.01,1.36
2021-07-12,33113,1806,4385,-3.26,-0.26,16.17,0.04,270.17,1.36
2021-07-13,32728,1810,4369,-1.16,0.22,17.12,0.05,270.22,1.36
2021-07-14,32821,1825,4374,0.28,0.83,16.33,0.05,270.27,1.36
2021-07-15,31840,1829,4360,-2.99,0.22,17.01,0.04,270.32,1.36
2021-07-16,31394,1815,4327,-1.4,-0.77,18.45,0.04,270.37,1.36
2021-07-19,30837,1809,4258,-2.98,-0.32,22.5,0.04,270.52,1.36
2021-07-20,29794,1811,4323,-3.38,0.12,19.73,0.05,270.57,1.36
2021-07-21,32131,1803,4359,7.85,-0.44,17.91,0.05,270.62,1.36
2021-07-22,32299,1805,4367,0.52,0.11,17.69,0.04,270.67,1.36
2021-07-23,33603,1802,4412,4.04,-0.2,17.2,0.05,270.72,1.36
2021-07-26,37277,1799,4422,5.33,-0.14,17.58,0.04,270.87,1.36
2021-07-27,39452,1800,4401,5.84,0.03,19.36,0.05,270.92,1.36
2021-07-28,40003,1800,4401,1.4,-0.01,18.31,0.05,270.97,1.36
2021-07-29,40001,1836,4419,-0.0,2.01,17.7,0.04,271.02,1.36
2021-07-30,42203,1817,4395,5.5,-1.01,18.24,0.04,271.07,1.36
2021-08-02,39168,1822,4387,-1.78,0.28,19.46,0.04,271.22,1.36
2021-08-03,38130,1814,4423,-2.65,-0.44,18.04,0.05,271.27,1.36
2021-08-04,39737,1814,4403,4.21,0.02,17.97,0.05,271.32,1.36
2021-08-05,40867,1809,4429,2.84,-0.31,17.28,0.04,271.37,1.36
2021-08-06,42795,1763,4437,4.72,-2.53,16.15,0.04,271.42,1.36
2021-08-09,46284,1726,4432,5.69,-2.08,16.72,0.05,271.57,1.36
2021-08-10,45594,1732,4437,-1.49,0.3,16.79,0.05,271.62,1.36
2021-08-11,45564,1753,4448,-0.06,1.25,16.17,0.05,271.67,1.36
2021-08-12,44403,1752,4461,-2.55,-0.09,15.59,0.04,271.72,1.36
2021-08-13,47809,1778,4468,7.67,1.51,15.45,0.05,271.77,1.36
2021-08-16,45996,1790,4480,-2.12,0.65,16.12,0.06,271.92,1.36
2021-08-17,44692,1788,4448,-2.84,-0.11,17.91,0.06,271.97,1.36
2021-08-18,44724,1784,4400,0.07,-0.19,21.57,0.05,272.02,1.36
2021-08-19,46756,1783,4406,4.54,-0.07,21.67,0.04,272.07,1.36
2021-08-20,49324,1784,4442,5.49,0.05,18.56,0.04,272.12,1.36
2021-08-23,49540,1806,4480,0.58,1.25,17.15,0.04,272.27,1.36
2021-08-24,47715,1808,4486,-3.68,0.12,17.22,0.05,272.32,1.36
2021-08-25,48994,1791,4496,2.68,-0.97,16.79,0.05,272.37,1.36
2021-08-26,46832,1795,4470,-4.41,0.23,18.84,0.04,272.42,1.36
2021-08-27,49064,1820,4509,4.77,1.35,16.39,0.04,272.48,1.36
2021-08-30,46993,1812,4529,-3.66,-0.4,16.19,0.04,272.63,1.36
2021-08-31,47130,1818,4523,0.29,0.33,16.48,0.04,272.68,1.36
2021-09-01,48819,1816,4524,3.58,-0.12,16.11,0.04,272.73,1.36
2021-09-02,49274,1812,4537,0.93,-0.25,16.41,0.04,272.78,1.36
2021-09-03,49999,1834,4535,1.47,1.23,16.41,0.04,272.83,1.36
2021-09-06,52672,1798,4535,1.75,-1.92,,,272.98,1.36
2021-09-08,46061,1794,4514,-1.54,-0.28,17.96,0.04,273.08,1.36
2021-09-09,46386,1800,4493,0.7,0.36,18.8,0.04,273.13,1.36
2021-09-10,44843,1792,4459,-3.33,-0.44,20.95,0.04,273.18,1.36
2021-09-13,44950,1794,4469,-2.42,0.13,19.37,0.04,273.33,1.36
2021-09-14,47078,1807,4443,4.73,0.71,19.46,0.04,273.38,1.36
2021-09-15,48131,1795,4481,2.24,-0.68,18.18,0.04,273.43,1.36
2021-09-16,47748,1757,4474,-0.8,-2.12,18.69,0.03,273.48,1.36
2021-09-17,47283,1751,4433,-0.97,-0.3,20.81,0.03,273.53,1.36
2021-09-20,42871,1764,4358,-9.25,0.71,25.71,0.03,273.68,1.36
2021-09-21,40651,1778,4354,-5.18,0.82,24.36,0.02,273.73,1.36
2021-09-22,43552,1779,4396,7.13,0.03,20.87,0.03,273.78,1.36
2021-09-23,44869,1750,4449,3.03,-1.63,18.63,0.03,273.83,1.36
2021-09-24,42820,1752,4455,-4.57,0.11,17.75,0.03,273.88,1.36
2021-09-27,42173,1752,4443,-2.39,0.02,18.76,0.03,274.03,1.36
2021-09-28,41022,1738,4353,-2.73,-0.83,23.25,0.03,274.08,1.36
2021-09-29,41537,1723,4359,1.25,-0.84,22.56,0.03,274.13,1.36
2021-09-30,43823,1757,4308,5.5,1.98,23.14,0.03,274.18,1.36
2021-10-01,48146,1758,4357,9.86,0.08,21.1,0.03,274.23,1.36
2021-10-04,49227,1768,4300,2.13,0.52,22.96,0.03,274.38,1.36
2021-10-05,51469,1761,4346,4.55,-0.38,21.3,0.04,274.43,1.36
2021-10-06,55323,1762,4364,7.49,0.05,21.0,0.04,274.48,1.36
2021-10-07,53784,1759,4400,-2.78,-0.15,19.54,0.04,274.53,1.36
2021-10-08,53915,1757,4391,0.24,-0.1,18.77,0.04,274.58,1.36
2021-10-11,57477,1756,4361,5.1,-0.1,20.0,0.04,274.73,1.36
2021-10-12,56016,1759,4351,-2.54,0.21,19.85,0.04,274.78,1.36
2021-10-13,57380,1795,4364,2.44,2.01,18.64,0.05,274.84,1.36
2021-10-14,57346,1798,4438,-0.06,0.18,16.86,0.04,274.89,1.36
2021-10-15,61672,1768,4471,7.54,-1.65,16.3,0.04,274.94,1.36
2021-10-18,62056,1766,4486,0.86,-0.15,16.31,0.04,275.09,1.36
2021-10-19,64278,1770,4520,3.58,0.27,15.7,0.05,275.14,1.36
2021-10-20,65979,1785,4536,2.65,0.81,15.49,0.05,275.19,1.36
2021-10-21,62210,1782,4550,-5.71,-0.17,15.01,0.05,275.24,1.36
2021-10-22,60690,1796,4545,-2.44,0.81,15.43,0.05,275.29,1.36
2021-10-25,63067,1807,4566,3.62,0.58,15.24,0.05,275.44,1.36
2021-10-26,60311,1793,4575,-4.37,-0.74,15.98,0.05,275.49,1.36
2021-10-27,58438,1799,4552,-3.11,0.3,16.98,0.05,275.54,1.36
2021-10-28,60582,1803,4596,3.67,0.21,16.53,0.05,275.59,1.36
