date,price_bitcoin,price_gold,price_sp500,change_bitcoin,change_gold,vix,interest_rate,cpi,inflation
2016-05-24,446,1229,2076,0.55,-1.78,14.42,0.34,238.47,0.73
2016-05-25,450,1224,2091,0.82,-0.44,13.9,0.31,238.48,0.73
2016-05-26,453,1220,2090,0.78,-0.28,13.43,0.28,238.5,0.73
2016-05-27,474,1217,2099,4.58,-0.3,13.12,0.3,238.51,0.73
2016-05-30,532,1218,2099,3.14,0.07,,,238.55,0.73
2016-06-01,537,1215,2099,1.6,-0.23,14.2,0.29,238.58,0.73
2016-06-02,537,1213,2105,-0.06,-0.17,13.63,0.27,238.59,0.73
2016-06-03,567,1243,2099,5.57,2.5,13.47,0.27,238.6,0.73
2016-06-06,584,1247,2109,1.51,0.36,13.65,0.25,238.64,0.73
2016-06-07,576,1247,2112,-1.37,-0.03,14.05,0.26,238.66,0.73
2016-06-08,580,1262,2119,0.86,1.23,14.08,0.23,238.67,0.73
2016-06-09,575,1273,2115,-1.0,0.82,14.64,0.24,238.68,0.73
2016-06-10,578,1276,2096,0.56,0.25,17.03,0.24,238.7,0.73
2016-06-13,700,1287,2079,5.03,0.86,20.97,0.25,238.74,0.73
2016-06-14,685,1288,2075,-2.13,0.09,20.5,0.26,238.75,0.73
2016-06-15,691,1288,2072,0.82,0.02,20.14,0.25,238.76,0.73
2016-06-16,761,1298,2078,10.2,0.78,19.37,0.25,238.78,0.73
2016-06-17,744,1295,2071,-2.27,-0.28,19.41,0.25,238.79,0.73
2016-06-20,734,1292,2083,-3.56,-0.21,18.37,0.25,238.83,0.73
2016-06-21,667,1272,2089,-9.07,-1.52,18.48,0.26,238.84,0.73
2016-06-22,591,1270,2085,-11.51,-0.2,21.17,0.27,238.86,0.73
2016-06-23,621,1263,2113,5.13,-0.54,17.25,0.28,238.87,0.73
2016-06-24,657,1322,2037,5.81,4.69,25.76,0.24,238.88,0.73
2016-06-27,645,1325,2001,3.08,0.17,23.85,0.23,238.92,0.73
2016-06-28,645,1318,2036,0.04,-0.51,18.75,0.26,238.94,0.73
2016-06-29,636,1327,2071,-1.29,0.68,16.64,0.25,238.95,0.73
2016-06-30,670,1321,2099,5.26,-0.47,15.63,0.25,238.97,0.73
2016-07-01,675,1339,2103,0.68,1.39,14.77,0.24,238.98,0.73
2016-07-04,675,1359,2103,2.04,1.47,,,239.02,0.73
2016-07-06,673,1367,2100,1.36,0.62,14.96,0.26,239.05,0.73
2016-07-07,635,1362,2098,-5.57,-0.37,14.76,0.27,239.06,0.73
2016-07-08,663,1358,2130,4.33,-0.27,13.2,0.27,239.07,0.73
2016-07-11,647,1357,2137,-0.06,-0.13,13.54,0.28,239.11,0.73
2016-07-12,671,1335,2152,3.69,-1.57,13.55,0.29,239.13,0.73
2016-07-13,661,1344,2152,-1.4,0.62,13.04,0.3,239.14,0.73
2016-07-14,657,1332,2164,-0.59,-0.85,12.82,0.3,239.15,0.73
2016-07-15,664,1327,2162,1.06,-0.36,12.67,0.3,239.17,0.73
2016-07-18,670,1329,2167,-0.88,0.14,12.44,0.29,239.21,0.73
2016-07-19,671,1332,2164,0.11,0.23,11.97,0.31,239.22,0.73
2016-07-20,664,1319,2173,-1.0,-0.98,11.77,0.31,239.23,0.73
2016-07-21,665,1331,2165,0.03,0.89,12.74,0.3,239.25,0.73
2016-07-22,651,1323,2175,-2.03,-0.57,12.02,0.3,239.26,0.73
2016-07-25,654,1320,2168,-0.8,-0.29,12.87,0.3,239.3,0.73
2016-07-26,654,1321,2169,0.06,0.1,13.05,0.31,239.31,0.73
2016-07-27,654,1327,2167,0.02,0.45,12.83,0.28,239.33,0.73
2016-07-28,654,1341,2170,-0.06,1.09,12.72,0.22,239.34,0.73
2016-07-29,655,1358,2174,0.2,1.22,11.87,0.24,239.35,0.73
2016-08-01,607,1360,2171,-2.39,0.15,12.44,0.24,239.39,0.73
2016-08-02,513,1373,2157,-15.42,0.96,13.37,0.28,239.41,0.73
2016-08-03,566,1365,2164,10.32,-0.58,12.86,0.27,239.42,0.73
2016-08-04,576,1367,2164,1.73,0.2,12.42,0.25,239.43,0.73
2016-08-05,575,1344,2183,-0.27,-1.68,11.39,0.25,239.45,0.73
2016-08-08,589,1341,2181,-0.27,-0.23,11.5,0.25,239.49,0.73
2016-08-09,585,1347,2182,-0.68,0.4,11.66,0.29,239.5,0.73
2016-08-10,591,1352,2175,0.97,0.39,12.05,0.27,239.51,0.73
2016-08-11,588,1350,2186,-0.52,-0.14,11.68,0.28,239.53,0.73
2016-08-12,587,1343,2184,-0.12,-0.5,11.55,0.26,239.54,0.73
2016-08-15,567,1348,2190,-0.37,0.32,11.81,0.28,239.58,0.73
2016-08-16,580,1357,2178,2.34,0.7,12.64,0.29,239.6,0.73
2016-08-17,572,1349,2182,-1.35,-0.6,12.19,0.29,239.61,0.73
2016-08-18,573,1357,2187,0.18,0.62,11.43,0.28,239.62,0.73
2016-08-19,575,1346,2184,0.2,-0.81,11.34,0.29,239.64,0.73
2016-08-22,588,1343,2183,1.17,-0.21,12.27,0.28,239.68,0.73
2016-08-23,584,1346,2187,-0.67,0.2,12.38,0.31,239.69,0.73
2016-08-24,580,1330,2175,-0.67,-1.22,13.45,0.31,239.7,0.73
2016-08-25,578,1325,2172,-0.29,-0.38,13.63,0.31,239.72,0.73
2016-08-26,579,1326,2169,0.24,0.1,13.65,0.31,239.73,0.73
2016-08-29,574,1327,2180,-0.13,0.09,12.94,0.31,239.77,0.73
2016-08-30,577,1316,2176,0.54,-0.8,13.12,0.32,239.78,0.73
2016-08-31,574,1311,2171,-0.6,-0.39,13.42,0.32,239.8,0.73
2016-09-01,572,1317,2171,-0.33,0.43,13.48,0.31,239.81,0.73
2016-09-02,575,1327,2180,0.58,0.73,11.98,0.3,239.82,0.73
2016-09-05,606,1354,2180,-0.62,2.06,,,239.86,0.73
2016-09-07,613,1349,2186,0.45,-0.35,11.94,0.33,239.89,0.73
2016-09-08,626,1342,2181,2.02,-0.56,12.51,0.33,239.9,0.73
2016-09-09,623,1334,2128,-0.39,-0.53,17.5,0.33,239.92,0.73
2016-09-12,608,1326,2159,0.39,-0.67,15.16,0.35,239.96,0.73
2016-09-13,609,1324,2127,0.1,-0.14,17.85,0.34,239.97,0.73
2016-09-14,610,1326,2126,0.15,0.18,18.14,0.31,239.98,0.73
2016-09-15,608,1318,2147,-0.23,-0.61,16.3,0.28,240.0,0.73
2016-09-16,608,1310,2139,-0.05,-0.59,15.37,0.27,240.01,0.73
2016-09-19,610,1318,2139,-0.14,0.58,15.53,0.24,240.05,0.73
2016-09-20,609,1318,2140,-0.1,0.03,15.92,0.29,240.06,0.73
2016-09-21,597,1331,2163,-1.98,1.0,13.3,0.22,240.08,0.73
2016-09-22,596,1345,2177,-0.26,1.0,12.02,0.16,240.09,0.73
2016-09-23,603,1342,2165,1.22,-0.22,12.29,0.17,240.1,0.73
2016-09-26,606,1344,2146,0.84,0.18,14.5,0.17,240.14,0.73
2016-09-27,606,1330,2160,-0.18,-1.02,13.1,0.25,240.16,0.73
2016-09-28,605,1324,2171,-0.13,-0.5,12.39,0.26,240.17,0.73
2016-09-29,605,1326,2151,0.0,0.17,14.02,0.23,240.19,0.73
2016-09-30,608,1317,2168,0.57,-0.67,13.29,0.26,240.2,0.73
2016-10-03,612,1313,2161,0.15,-0.33,13.57,0.29,240.24,0.73
2016-10-04,609,1270,2150,-0.43,-3.28,13.63,0.31,240.25,0.73
2016-10-05,612,1269,2160,0.47,-0.09,12.99,0.31,240.27,0.73
2016-10-06,611,1253,2161,-0.14,-1.23,12.84,0.31,240.28,0.73
2016-10-07,616,1252,2154,0.83,-0.09,13.48,0.31,240.29,0.73
2016-10-10,617,1260,2164,0.25,0.68,13.38,0.31,240.33,0.73
2016-10-11,640,1256,2137,3.75,-0.36,15.36,0.32,240.35,0.73
2016-10-12,636,1254,2139,-0.7,-0.17,15.91,0.34,240.36,0.73
2016-10-13,636,1258,2133,-0.06,0.3,16.69,0.28,240.37,0.73
2016-10-14,638,1256,2133,0.37,-0.17,16.12,0.29,240.39,0.73
2016-10-17,637,1257,2126,-0.43,0.09,16.21,0.29,240.43,0.73
2016-10-18,635,1263,2140,-0.32,0.5,15.28,0.33,240.44,0.73
2016-10-19,629,1270,2144,-0.99,0.55,14.41,0.32,240.45,0.73
2016-10-20,628,1268,2141,-0.11,-0.19,13.75,0.32,240.47,0.73
2016-10-21,630,1268,2141,0.34,0.02,13.34,0.31,240.48,0.73
2016-10-24,650,1264,2151,-0.39,-0.32,13.02,0.31,240.52,0.73
2016-10-25,651,1274,2143,0.08,0.78,13.46,0.32,240.53,0.73
2016-10-26,675,1267,2139,3.64,-0.55,14.24,0.31,240.55,0.73
2016-10-27,682,1270,2133,1.13,0.23,15.36,0.28,240.56,0.73
2016-10-28,686,1277,2126,0.58,0.58,16.19,0.27,240.57,0.73
2016-10-31,699,1273,2126,0.2,-0.29,17.06,0.29,240.61,0.73
2016-11-01,727,1288,2112,4.02,1.17,18.56,0.34,240.63,0.73
2016-11-02,734,1308,2098,0.93,1.57,19.32,0.34,240.64,0.73
2016-11-03,685,1303,2089,-6.63,-0.37,22.08,0.36,240.65,0.73
2016-11-04,702,1304,2085,2.51,0.09,22.51,0.36,240.67,0.73
2016-11-07,705,1279,2132,-0.64,-1.92,18.71,0.39,240.71,0.73
2016-11-08,711,1274,2140,0.78,-0.38,18.74,0.42,240.72,0.73
2016-11-09,721,1274,2163,1.48,-0.08,14.38,0.42,240.73,0.73
2016-11-10,715,1266,2167,-0.95,-0.56,14.74,0.46,240.75,0.73
2016-11-11,715,1224,2164,0.06,-3.32,14.17,,240.76,0.73
2016-11-14,705,1222,2164,0.37,-0.21,14.48,0.5,240.8,0.73
2016-11-15,711,1224,2180,0.93,0.23,13.37,0.49,240.82,0.73
2016-11-16,740,1224,2177,4.1,-0.05,13.72,0.45,240.83,0.73
2016-11-17,738,1217,2187,-0.37,-0.57,13.35,0.42,240.84,0.73
2016-11-18,747,1209,2182,1.28,-0.67,12.85,0.42,240.86,0.73
2016-11-21,736,1210,2198,1.05,0.09,12.42,0.42,240.9,0.73
2016-11-22,749,1211,2203,1.79,0.12,12.41,0.47,240.91,0.73
2016-11-23,741,1189,2205,-1.1,-1.81,12.43,0.49,240.92,0.73
2016-11-24,735,1178,2205,-0.78,-0.92,,,240.94,0.73
2016-11-28,733,1191,2202,0.53,1.05,13.15,0.45,240.99,0.73
2016-11-29,733,1191,2205,-0.1,0.0,12.9,0.47,241.0,0.73
2016-11-30,742,1174,2199,1.36,-1.42,13.33,0.47,241.02,0.73
2016-12-01,753,1169,2191,1.37,-0.38,14.07,0.46,241.03,0.73
2016-12-02,771,1178,2192,2.43,0.72,14.12,0.46,241.04,0.73
2016-12-05,754,1176,2205,-1.57,-0.11,12.14,0.45,241.08,0.73
2016-12-06,758,1170,2212,0.51,-0.54,11.79,0.49,241.1,0.73
2016-12-07,766,1178,2241,0.97,0.63,12.22,0.49,241.11,0.73
2016-12-08,768,1172,2246,0.38,-0.43,12.64,0.49,241.12,0.73
2016-12-09,770,1162,2260,0.26,-0.9,11.75,0.52,241.14,0.73
2016-12-12,778,1166,2257,1.38,0.34,12.64,0.5,241.18,0.73
2016-12-13,779,1159,2272,0.03,-0.58,12.72,0.52,241.19,0.73
2016-12-14,776,1164,2253,-0.29,0.41,13.19,0.52,241.2,0.73
2016-12-15,775,1130,2262,-0.17,-2.91,12.79,0.49,241.22,0.73
2016-12-16,782,1137,2258,0.88,0.67,12.2,0.49,241.23,0.73
2016-12-19,790,1143,2263,0.1,0.47,11.71,0.48,241.27,0.73
2016-12-20,799,1134,2271,1.18,-0.8,11.45,0.51,241.28,0.73
2016-12-21,829,1133,2265,3.77,-0.04,11.27,0.5,241.3,0.73
2016-12-22,860,1131,2261,3.73,-0.22,11.43,0.49,241.31,0.73
2016-12-23,917,1134,2264,6.63,0.26,11.44,0.5,241.32,0.73
2016-12-27,926,1139,2269,3.05,0.46,11.99,0.5,241.38,0.73
2016-12-28,972,1141,2250,5.01,0.18,12.95,0.5,241.39,0.73
2016-12-29,971,1158,2249,-0.11,1.51,13.37,0.44,241.41,0.73
2016-12-30,959,1152,2239,-1.24,-0.55,14.04,0.48,241.42,0.73
2017-01-03,1033,1162,2258,1.6,0.89,12.85,0.47,241.47,2.07
2017-01-04,1135,1165,2271,9.88,0.28,11.85,0.52,241.49,2.07
2017-01-05,989,1181,2269,-12.86,1.37,11.67,0.51,241.5,2.07
2017-01-06,886,1173,2277,-10.43,-0.67,11.32,0.5,241.52,2.07
2017-01-09,900,1185,2269,-0.12,0.98,11.56,0.49,241.56,2.07
2017-01-10,904,1186,2269,0.51,0.05,11.49,0.5,241.57,2.07
2017-01-11,785,1197,2275,-13.15,0.94,11.26,0.5,241.59,2.07
2017-01-12,810,1200,2270,3.14,0.27,11.54,0.5,241.6,2.07
2017-01-13,825,1196,2275,1.82,-0.3,11.23,0.51,241.61,2.07
2017-01-16,827,1213,2275,0.75,1.4,,,241.66,2.07
2017-01-18,872,1212,2272,-3.07,-0.07,12.48,0.51,241.68,2.07
2017-01-19,895,1202,2264,2.66,-0.87,12.78,0.5,241.7,2.07
2017-01-20,893,1205,2271,-0.26,0.28,11.54,0.48,241.71,2.07
2017-01-23,922,1216,2265,0.29,0.89,11.77,0.47,241.75,2.07
2017-01-24,894,1211,2280,-3.01,-0.39,11.07,0.49,241.77,2.07
2017-01-25,894,1198,2298,0.07,-1.07,10.81,0.48,241.78,2.07
2017-01-26,916,1190,2297,2.36,-0.67,10.63,0.49,241.79,2.07
2017-01-27,918,1188,2295,0.27,-0.12,10.58,0.5,241.81,2.07
2017-01-30,921,1196,2281,0.68,0.64,11.88,0.5,241.85,2.07
2017-01-31,966,1211,2279,4.86,1.29,11.99,0.5,241.86,2.07
2017-02-01,982,1208,2280,1.75,-0.26,11.81,0.5,241.88,2.07
2017-02-02,1004,1219,2281,2.19,0.92,11.93,0.49,241.89,2.07
2017-02-03,1013,1221,2297,0.9,0.11,10.97,0.49,241.91,2.07
2017-02-06,1025,1232,2293,0.84,0.93,11.37,0.5,241.95,2.07
2017-02-07,1050,1236,2293,2.43,0.32,11.29,0.52,241.96,2.07
2017-02-08,1056,1240,2295,0.56,0.28,11.45,0.52,241.98,2.07
2017-02-09,979,1237,2308,-7.25,-0.22,10.88,0.53,241.99,2.07
2017-02-10,998,1236,2316,1.91,-0.07,10.85,0.52,242.0,2.07
2017-02-13,995,1226,2328,-0.12,-0.82,11.07,0.52,242.05,2.07
2017-02-14,1008,1225,2338,1.3,-0.03,10.74,0.54,242.06,2.07
2017-02-15,1008,1233,2349,-0.01,0.63,11.97,0.52,242.07,2.07
2017-02-16,1032,1242,2347,2.35,0.69,11.76,0.51,242.09,2.07
2017-02-17,1049,1239,2351,1.69,-0.2,11.49,0.51,242.1,2.07
2017-02-20,1078,1239,2351,2.73,-0.02,,,242.14,2.07
2017-02-22,1120,1233,2363,0.13,-0.45,11.74,0.51,242.17,2.07
2017-02-23,1172,1251,2364,4.59,1.47,11.71,0.5,242.19,2.07
2017-02-24,1176,1258,2367,0.39,0.55,11.47,0.5,242.2,2.07
2017-02-27,1189,1259,2370,1.47,0.04,12.09,0.49,242.24,2.07
2017-02-28,1189,1254,2364,0.04,-0.39,12.92,0.52,242.26,2.07
2017-03-01,1223,1250,2396,2.81,-0.31,12.54,0.62,242.27,2.07
2017-03-02,1256,1233,2382,2.68,-1.37,11.81,0.64,242.28,2.07
2017-03-03,1283,1226,2383,2.22,-0.52,10.96,0.68,242.3,2.07
2017-03-06,1277,1226,2375,0.46,-0.08,11.24,0.7,242.34,2.07
2017-03-07,1233,1216,2368,-3.47,-0.77,11.45,0.74,242.35,2.07
2017-03-08,1147,1209,2363,-6.95,-0.55,11.86,0.71,242.37,2.07
2017-03-09,1191,1203,2365,3.87,-0.51,12.3,0.71,242.38,2.07
2017-03-10,1112,1201,2373,-6.63,-0.15,11.66,0.73,242.39,2.07
2017-03-13,1238,1203,2373,1.07,0.14,11.35,0.73,242.44,2.07
2017-03-14,1243,1203,2365,0.4,-0.04,12.3,0.75,242.45,2.07
2017-03-15,1253,1201,2385,0.83,-0.16,11.63,0.71,242.46,2.07
2017-03-16,1173,1227,2381,-6.43,2.2,11.21,0.71,242.48,2.07
2017-03-17,1072,1230,2378,-8.63,0.25,11.28,0.71,242.49,2.07
2017-03-20,1048,1234,2373,2.44,0.31,11.34,0.71,242.53,2.07
2017-03-21,1121,1246,2344,7.04,1.01,12.47,0.75,242.55,2.07
2017-03-22,1045,1250,2348,-6.83,0.26,12.81,0.75,242.56,2.07
2017-03-23,1035,1247,2346,-0.93,-0.2,13.12,0.75,242.58,2.07
2017-03-24,940,1248,2344,-9.21,0.1,12.96,0.75,242.59,2.07
2017-03-27,1045,1256,2342,7.81,0.58,12.5,0.76,242.63,2.07
2017-03-28,1044,1256,2359,-0.07,-0.01,11.53,0.77,242.65,2.07
2017-03-29,1042,1254,2361,-0.24,-0.15,11.42,0.75,242.66,2.07
2017-03-30,1038,1248,2368,-0.38,-0.45,11.54,0.76,242.67,2.07
2017-03-31,1079,1251,2363,3.97,0.26,12.37,0.74,242.69,2.07
2017-04-03,1148,1254,2359,4.57,0.22,12.38,0.74,242.73,2.07
2017-04-04,1142,1258,2360,-0.5,0.35,11.79,0.78,242.74,2.07
2017-04-05,1130,1248,2353,-1.04,-0.79,12.89,0.78,242.76,2.07
2017-04-06,1189,1253,2357,5.21,0.38,12.39,0.79,242.77,2.07
2017-04-07,1190,1257,2356,0.15,0.32,12.87,0.8,242.79,2.07
2017-04-10,1207,1254,2357,0.2,-0.27,14.05,0.79,242.83,2.07
2017-04-11,1221,1274,2354,1.16,1.62,15.07,0.8,242.84,2.07
2017-04-12,1212,1278,2345,-0.67,0.31,15.77,0.79,242.85,2.07
2017-04-13,1176,1288,2329,-3.0,0.81,15.96,0.79,242.87,2.07
2017-04-17,1194,1292,2349,1.46,0.26,14.66,0.79,242.92,2.07
2017-04-18,1206,1294,2342,1.01,0.17,14.42,0.81,242.94,2.07
2017-04-19,1215,1283,2338,0.76,-0.83,14.93,0.79,242.95,2.07
2017-04-20,1238,1284,2356,1.88,0.03,14.15,0.77,242.97,2.07
2017-04-21,1250,1289,2349,0.93,0.41,14.63,0.76,242.98,2.07
2017-04-24,1248,1278,2374,-0.08,-0.9,10.84,0.77,243.02,2.07
2017-04-25,1264,1267,2389,1.29,-0.81,10.76,0.81,243.04,2.07
2017-04-26,1287,1264,2387,1.77,-0.24,10.85,0.8,243.05,2.07
2017-04-27,1333,1266,2389,3.6,0.13,10.36,0.79,243.06,2.07
2017-04-28,1330,1268,2384,-0.25,0.19,10.82,0.78,243.08,2.07
2017-05-01,1416,1256,2388,4.73,-1.01,10.11,0.79,243.12,2.07
2017-05-02,1446,1257,2391,2.13,0.12,10.59,0.84,243.13,2.07
2017-05-03,1486,1248,2388,2.74,-0.68,10.68,0.85,243.15,2.07
2017-05-04,1517,1229,2390,2.1,-1.59,10.46,0.86,243.16,2.07
2017-05-05,1508,1227,2399,-0.59,-0.14,10.57,0.87,243.18,2.07
2017-05-08,1664,1227,2399,7.08,0.02,9.77,0.87,243.22,2.07
2017-05-09,1698,1216,2397,1.98,-0.9,9.96,0.89,243.23,2.07
2017-05-10,1752,1219,2400,3.23,0.23,10.21,0.88,243.25,2.07
2017-05-11,1819,1224,2394,3.82,0.43,10.6,0.86,243.26,2.07
2017-05-12,1686,1228,2391,-7.31,0.29,10.4,0.86,243.27,2.07
2017-05-15,1709,1230,2402,-3.59,0.19,10.42,0.86,243.32,2.07
2017-05-16,1729,1236,2401,1.19,0.52,10.65,0.89,243.33,2.07
2017-05-17,1801,1259,2357,4.16,1.8,15.59,0.88,243.34,2.07
2017-05-18,1881,1253,2366,4.42,-0.47,14.66,0.89,243.36,2.07
2017-05-19,1962,1254,2382,4.31,0.06,12.04,0.89,243.37,2.07
2017-05-22,2124,1261,2394,3.92,0.62,10.93,0.88,243.41,2.07
2017-05-23,2273,1256,2398,6.97,-0.47,10.72,0.91,243.43,2.07
2017-05-24,2445,1253,2404,7.6,-0.19,10.02,0.9,243.44,2.07
2017-05-25,2307,1256,2415,-5.65,0.26,9.99,0.91,243.45,2.07
2017-05-26,2245,1268,2416,-2.7,0.93,9.81,0.91,243.47,2.07
2017-05-29,2278,1266,2416,4.07,-0.19,,,243.51,2.07
2017-05-31,2303,1275,2412,5.05,0.77,10.41,0.95,243.54,2.07
2017-06-01,2413,1270,2430,4.75,-0.42,9.89,0.95,243.55,2.07
2017-06-02,2493,1280,2439,3.31,0.8,9.75,0.95,243.57,2.07
2017-06-05,2705,1283,2436,7.17,0.2,10.07,0.95,243.61,2.07
2017-06-06,2870,1298,2429,6.12,1.15,10.45,0.96,243.62,2.07
2017-06-07,2692,1293,2433,-6.24,-0.33,10.39,0.97,243.64,2.07
2017-06-08,2799,1280,2434,3.99,-1.06,10.16,0.97,243.65,2.07
2017-06-09,2811,1271,2432,0.45,-0.63,10.7,0.98,243.66,2.07
2017-06-12,2657,1269,2429,-10.65,-0.2,11.46,0.97,243.71,2.07
2017-06-13,2713,1269,2440,2.12,-0.02,10.42,0.98,243.72,2.07
2017-06-14,2467,1276,2438,-9.06,0.58,10.64,0.98,243.73,2.07
2017-06-15,2442,1255,2432,-1.01,-1.67,10.9,0.99,243.75,2.07
2017-06-16,2509,1256,2433,2.71,0.15,10.38,0.99,243.76,2.07
2017-06-19,2617,1247,2453,3.04,-0.78,10.37,0.99,243.8,2.07
2017-06-20,2754,1244,2437,5.26,-0.26,10.86,0.99,243.82,2.07
2017-06-21,2678,1246,2436,-2.79,0.18,10.75,0.97,243.83,2.07
2017-06-22,2723,1249,2434,1.69,0.29,10.48,0.93,243.85,2.07
2017-06-23,2710,1256,2438,-0.46,0.56,10.02,0.93,243.86,2.07
2017-06-26,2446,1246,2439,-3.76,-0.8,9.9,0.93,243.9,2.07
2017-06-27,2584,1247,2419,5.63,0.04,11.06,0.99,243.92,2.07
2017-06-28,2578,1249,2441,-0.23,0.18,10.03,0.99,243.93,2.07
2017-06-29,2558,1246,2420,-0.75,-0.26,11.44,1.0,243.94,2.07
2017-06-30,2481,1242,2423,-3.04,-0.28,11.18,0.99,243.96,2.07
2017-07-03,2572,1219,2429,1.42,-1.86,11.22,1.0,244.0,2.07
2017-07-04,2617,1222,2429,1.74,0.21,,,244.01,2.07
2017-07-06,2614,1223,2410,-0.52,0.13,12.54,1.01,244.04,2.07
2017-07-07,2514,1210,2425,-3.84,-1.11,11.19,1.01,244.05,2.07
2017-07-10,2344,1213,2427,-6.67,0.29,11.11,1.01,244.1,2.07
2017-07-11,2324,1215,2426,-0.84,0.12,10.89,1.03,244.11,2.07
2017-07-12,2403,1219,2443,3.39,0.36,10.3,1.02,244.12,2.07
2017-07-13,2362,1217,2448,-1.69,-0.15,9.9,1.01,244.14,2.07
2017-07-14,2234,1228,2459,-5.43,0.84,9.51,1.01,244.15,2.07
2017-07-17,2233,1234,2459,16.68,0.51,9.82,1.02,244.19,2.07
2017-07-18,2320,1242,2461,3.89,0.66,9.89,1.04,244.21,2.07
2017-07-19,2283,1242,2474,-1.62,0.01,9.79,1.09,244.22,2.07
2017-07-20,2866,1246,2473,25.56,0.28,9.58,1.11,244.24,2.07
2017-07-21,2675,1255,2473,-6.66,0.75,9.36,1.14,244.25,2.07
2017-07-24,2763,1254,2470,0.25,-0.05,9.43,1.15,244.29,2.07
2017-07-25,2583,1252,2477,-6.54,-0.18,9.43,1.14,244.31,2.07
2017-07-26,2559,1249,2478,-0.9,-0.22,9.6,1.1,244.32,2.07
2017-07-27,2692,1260,2475,5.18,0.85,10.11,1.08,244.33,2.07
2017-07-28,2807,1275,2472,4.27,1.21,10.29,1.05,244.35,2.07
2017-07-31,2883,1273,2470,4.22,-0.15,10.26,1.05,244.39,2.07
2017-08-01,2747,1279,2476,-4.73,0.47,10.09,1.06,244.4,2.07
2017-08-02,2720,1278,2478,-0.96,-0.08,10.28,1.05,244.42,2.07
2017-08-03,2810,1274,2472,3.29,-0.31,10.44,1.06,244.43,2.07
2017-08-04,2878,1265,2477,2.44,-0.77,10.03,1.05,244.45,2.07
2017-08-07,3402,1265,2481,5.26,0.01,9.93,1.03,244.49,2.07
2017-08-08,3429,1263,2475,0.81,-0.17,10.96,1.03,244.5,2.07
2017-08-09,3349,1279,2474,-2.35,1.32,11.11,1.02,244.52,2.07
2017-08-10,3426,1290,2438,2.3,0.84,16.04,1.02,244.53,2.07
2017-08-11,3654,1294,2441,6.68,0.3,15.51,1.01,244.54,2.07
2017-08-14,4328,1290,2466,6.53,-0.28,12.33,1.0,244.58,2.07
2017-08-15,4162,1280,2465,-3.84,-0.83,12.04,1.01,244.6,2.07
2017-08-16,4387,1283,2468,5.42,0.25,11.74,0.99,244.61,2.07
2017-08-17,4279,1292,2430,-2.47,0.74,15.55,0.98,244.63,2.07
2017-08-18,4105,1292,2426,-4.06,-0.06,14.26,0.99,244.64,2.07
2017-08-21,4005,1297,2428,-1.51,0.39,13.19,0.96,244.68,2.07
2017-08-22,4090,1291,2453,2.11,-0.44,11.35,1.0,244.7,2.07
2017-08-23,4141,1295,2444,1.26,0.29,12.25,0.98,244.71,2.07
2017-08-24,4318,1292,2439,4.28,-0.21,12.23,1.0,244.72,2.07
2017-08-25,4364,1298,2443,1.07,0.46,11.28,1.0,244.74,2.07
2017-08-28,4390,1315,2444,1.03,1.34,11.32,1.0,244.78,2.07
2017-08-29,4597,1319,2446,4.71,0.27,11.7,1.01,244.79,2.07
2017-08-30,4583,1314,2458,-0.31,-0.36,11.22,1.0,244.81,2.07
2017-08-31,4735,1322,2472,3.32,0.62,10.59,0.98,244.82,2.07
2017-09-01,4922,1330,2477,3.94,0.62,10.13,0.99,244.84,2.07
2017-09-04,4268,1344,2477,-7.49,1.06,,,244.88,2.07
2017-09-06,4619,1339,2466,4.75,-0.41,11.63,1.04,244.91,2.07
2017-09-07,4636,1350,2465,0.37,0.84,11.55,1.02,244.92,2.07
2017-09-08,4326,1351,2461,-6.67,0.07,12.12,1.02,244.93,2.07
2017-09-11,4218,1336,2488,-0.66,-1.15,10.73,1.02,244.98,2.07
2017-09-12,4159,1333,2496,-1.4,-0.22,10.58,1.02,244.99,2.07
2017-09-13,3870,1328,2498,-6.94,-0.35,10.5,1.02,245.0,2.07
2017-09-14,3243,1329,2496,-16.21,0.1,10.44,1.03,245.02,2.07
2017-09-15,3714,1325,2500,14.51,-0.31,10.17,1.01,245.03,2.07
2017-09-18,4100,1311,2504,11.13,-1.09,10.15,1.0,245.07,2.07
2017-09-19,3908,1311,2507,-4.69,-0.02,10.18,1.02,245.09,2.07
2017-09-20,3882,1316,2508,-0.66,0.44,9.78,1.02,245.1,2.07
2017-09-21,3617,1295,2501,-6.82,-1.64,9.67,1.01,245.11,2.07
2017-09-22,3601,1298,2502,-0.45,0.21,9.59,1.0,245.13,2.07
2017-09-25,3933,1312,2497,7.23,1.08,10.21,1.0,245.17,2.07
2017-09-26,3893,1302,2497,-1.02,-0.75,10.17,1.04,245.18,2.07
2017-09-27,4212,1288,2507,8.21,-1.07,9.87,1.04,245.2,2.07
2017-09-28,4196,1289,2510,-0.39,0.07,9.55,1.03,245.21,2.07
2017-09-29,4173,1285,2519,-0.54,-0.3,9.51,1.03,245.23,2.07
2017-10-02,4401,1276,2529,-0.04,-0.7,9.45,1.01,245.27,2.07
2017-10-03,4314,1275,2535,-1.98,-0.09,9.51,1.03,245.28,2.07
2017-10-04,4219,1277,2538,-2.21,0.17,9.63,1.04,245.3,2.07
2017-10-05,4321,1273,2552,2.44,-0.28,9.19,1.04,245.31,2.07
